"Data","AuthorDate","Citation","Species","System","Taxa","VertInvt","Disturbance","OutIn","AnthroNat1","AntroNat2","Sample1","Sample2","Sex","GenPhen","AlloSyn","Trait","Years","GLength","Darwins","Haldanes","DarwinsAbs","HaldanesAbs","Generations","HaldaneNumAbs","DarwinNumAbs"
2150,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-752.053335506028,-0.00108562603041224,752.053335506028,0.00108562603041224,140,0.151987644257714,0.052643733485422
2151,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,10397.0902281874,0.00881009769379634,10397.0902281874,0.00881009769379634,140,1.23341367713149,0.72779631597312
2152,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,15307.7101350068,0.0345424861640164,15307.7101350068,0.0345424861640164,140,4.83594806296229,1.07153970945048
2153,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,4764.16583547251,0.00780336153370998,4764.16583547251,0.00780336153370998,140,1.0924706147194,0.333491608483075
2154,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,10380.4950112749,0.019285931664242,10380.4950112749,0.019285931664242,140,2.70003043299389,0.726634650789241
2155,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,3459.88208978435,0.00387956861377875,3459.88208978435,0.00387956861377875,140,0.543139605929025,0.242191746284905
2156,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,3414.88767688583,0.00361957864940906,3414.88767688583,0.00361957864940906,140,0.506741010917268,0.239042137382008
2157,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,10762.7808194236,0.00833240982332237,10762.7808194236,0.00833240982332237,140,1.16653737526513,0.753394657359653
2158,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,24192.3821110627,0.0291361051993131,24192.3821110627,0.0291361051993131,140,4.07905472790383,1.69346674777439
2159,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-12020.5569823941,-0.00965118989852613,12020.5569823941,0.00965118989852613,140,1.35116658579366,0.841438988767588
2160,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-1881.45094210638,-0.00285209175580286,1881.45094210638,0.00285209175580286,140,0.399292845812401,0.131701565947446
2161,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","Stable(Univeristy)","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,11177.0424539852,0.00964415210349183,11177.0424539852,0.00964415210349183,140,1.35018129448886,0.782392971778966
2162,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Opaeula",2,2,2,"fecundity(188g)",70,0.5,-7617.63343908526,-0.0126215883541232,7617.63343908526,0.0126215883541232,140,1.76702236957725,0.533234340735968
2163,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res21",2,2,2,"fecundity(188g)",70,0.5,-8378.15005915047,-0.0159828942347716,8378.15005915047,0.0159828942347716,140,2.23760519286802,0.586470504140533
2164,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res22",2,2,2,"fecundity(188g)",70,0.5,-5258.18943933316,-0.00609391545370394,5258.18943933316,0.00609391545370394,140,0.853148163518552,0.368073260753321
2165,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res25",2,2,2,"fecundity(188g)",70,0.5,-6438.38369016694,-0.00704868171028283,6438.38369016694,0.00704868171028283,140,0.986815439439596,0.450686858311685
2166,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res31",2,2,2,"fecundity(188g)",70,0.5,-20676.9922925672,-0.0222903182147561,20676.9922925672,0.0222903182147561,140,3.12064455006585,1.4473894604797
2167,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res32",2,2,2,"fecundity(188g)",70,0.5,890.025411201626,0.00119003749480546,890.025411201626,0.00119003749480546,140,0.166605249272765,0.0623017787841138
2168,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,11229.427052564,0.00606747723279085,11229.427052564,0.00606747723279085,140,0.84944681259072,0.786059893679482
2169,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-14154.4121652301,-0.028657290111313,14154.4121652301,0.028657290111313,140,4.01202061558383,0.990808851566107
2170,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,-3005.26860153665,-0.00332873628821543,3005.26860153665,0.00332873628821543,140,0.46602308035016,0.210368802107565
2171,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,1905.35130528273,0.00320071506460655,1905.35130528273,0.00320071506460655,140,0.448100109044917,0.133374591369791
2172,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-8638.19299425157,-0.0163992427522473,8638.19299425157,0.0163992427522473,140,2.29589398531462,0.60467350959761
2173,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,-3021.8638184492,-0.00414307781998215,3021.8638184492,0.00414307781998215,140,0.580030894797501,0.211530467291444
2174,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-9942.47673993972,-0.0139075781608314,9942.47673993972,0.0139075781608314,140,1.94706094251639,0.69597337179578
2175,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-9987.47115283824,-0.0155611401631327,9987.47115283824,0.0155611401631327,140,2.17855962283857,0.699122980698677
2176,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,-2639.57801030046,-0.00272570265882906,2639.57801030046,0.00272570265882906,140,0.381598372236069,0.184770460721032
2177,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,10790.0232813386,0.0135064125422613,10790.0232813386,0.0135064125422613,140,1.89089775591658,0.755301629693701
2178,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-25422.9158121182,-0.022330118688862,25422.9158121182,0.022330118688862,140,3.12621661644068,1.77960410684827
2179,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-15283.8097718304,-0.022844598904287,15283.8097718304,0.022844598904287,140,3.19824384660018,1.06986668402813
2180,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Wahiawa","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,-2225.31637573885,-0.00270769687533291,2225.31637573885,0.00270769687533291,140,0.379077562546607,0.155772146301719
2181,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res21",2,2,2,"fecundity(188g)",70,0.5,-760.516620065215,-0.00106244430821769,760.516620065215,0.00106244430821769,140,0.148742203150476,0.0532361634045651
2182,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res22",2,2,2,"fecundity(188g)",70,0.5,2359.44399975209,0.00295609990487381,2359.44399975209,0.00295609990487381,140,0.413853986682333,0.165161079982647
2183,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res25",2,2,2,"fecundity(188g)",70,0.5,1179.24974891832,0.00127001800374834,1179.24974891832,0.00127001800374834,140,0.177802520524767,0.0825474824242827
2184,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res31",2,2,2,"fecundity(188g)",70,0.5,-13059.3588534819,-0.0122123335039924,13059.3588534819,0.0122123335039924,140,1.70972669055893,0.914155119743734
2185,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res32",2,2,2,"fecundity(188g)",70,0.5,8507.65885028689,0.0124352938807506,8507.65885028689,0.0124352938807506,140,1.74094114330509,0.595536119520082
2186,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,18847.0604916493,0.0185268910056564,18847.0604916493,0.0185268910056564,140,2.59376474079189,1.31929423441545
2187,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-6536.77872614484,-0.00834121639531116,6536.77872614484,0.00834121639531116,140,1.16777029534356,0.457574510830139
2188,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,4612.36483754861,0.00573294398752999,4612.36483754861,0.00573294398752999,140,0.802612158254199,0.322865538628403
2189,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,9522.98474436799,0.0182864271167107,9522.98474436799,0.0182864271167107,140,2.56009979633949,0.666608932105759
2190,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-1020.55955516631,-0.0014130095198599,1020.55955516631,0.0014130095198599,140,0.197821332780386,0.0714391688616414
2191,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,4595.76962063606,0.00712834586125498,4595.76962063606,0.00712834586125498,140,0.997968420575697,0.321703873444524
2192,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-2324.84330085446,-0.00280692246517416,2324.84330085446,0.00280692246517416,140,0.392969145124383,0.162739031059812
2193,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-2369.83771375298,-0.00288069117012873,2369.83771375298,0.00288069117012873,140,0.403296763818022,0.165888639962709
2194,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,4978.0554287848,0.00585060607628642,4978.0554287848,0.00585060607628642,140,0.819084850680099,0.348463880014936
2195,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,18407.6567204238,0.0388766992329698,18407.6567204238,0.0388766992329698,140,5.44273789261578,1.28853597042967
2196,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-17805.2823730329,-0.0148543098026884,17805.2823730329,0.0148543098026884,140,2.07960337237638,1.24636976611231
2197,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-7666.17633274519,-0.00848329837619828,7666.17633274519,0.00848329837619828,140,1.18766177266776,0.536632343292163
2198,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Opaeula","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,5392.31706334641,0.00620931987176913,5392.31706334641,0.00620931987176913,140,0.869304782047679,0.377462194434249
2199,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res22",2,2,2,"fecundity(188g)",70,0.5,3119.96061981731,0.00423057500180543,3119.96061981731,0.00423057500180543,140,0.592280500252761,0.218397243387212
2200,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res25",2,2,2,"fecundity(188g)",70,0.5,1939.76636898354,0.0021198492729275,1939.76636898354,0.0021198492729275,140,0.296778898209849,0.135783645828848
2201,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res31",2,2,2,"fecundity(188g)",70,0.5,-12298.8422334167,-0.0143225715308942,12298.8422334167,0.0143225715308942,140,2.00516001432519,0.860918956339169
2202,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res32",2,2,2,"fecundity(188g)",70,0.5,9268.1754703521,0.0139156489158035,9268.1754703521,0.0139156489158035,140,1.94819084821249,0.648772282924647
2203,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,19607.5771117145,0.0172666696482256,19607.5771117145,0.0172666696482256,140,2.41733375075159,1.37253039782002
2204,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-5776.26210607963,-0.00879168987836019,5776.26210607963,0.00879168987836019,140,1.23083658297043,0.404338347425574
2205,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,5372.88145761383,0.0068855702304292,5372.88145761383,0.0068855702304292,140,0.963979832260088,0.376101702032968
2206,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,10283.5013644332,0.0245236643089772,10283.5013644332,0.0245236643089772,140,3.43331300325681,0.719845095510324
2207,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-260.04293510109,-0.000437736939835645,260.04293510109,0.000437736939835645,140,0.0612831715769904,0.0182030054570763
2208,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,5356.28624070128,0.0103598487839896,5356.28624070128,0.0103598487839896,140,1.45037882975854,0.374940036849089
2209,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-1564.32668078925,-0.00219416282605279,1564.32668078925,0.00219416282605279,140,0.307182795647391,0.109502867655247
2210,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-1609.32109368777,-0.00213508815224864,1609.32109368777,0.00213508815224864,140,0.29891234131481,0.112652476558144
2211,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,5738.57204885001,0.00677905321722389,5738.57204885001,0.00677905321722389,140,0.949067450411345,0.401700043419501
2212,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,19168.1733404891,0.0404906314247149,19168.1733404891,0.0404906314247149,140,5.66868839946008,1.34177213383423
2213,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-17044.7657529677,-0.0172352256066395,17044.7657529677,0.0172352256066395,140,2.41293158492953,1.19313360270774
2214,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-6905.65971267997,-0.00959278270770341,6905.65971267997,0.00959278270770341,140,1.34298957907848,0.483396179887598
2215,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res21","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,6152.83368341163,0.00700425915055987,6152.83368341163,0.00700425915055987,140,0.980596281078382,0.430698357838814
2216,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res25",2,2,2,"fecundity(188g)",70,0.5,-1180.19425083377,-0.00103955956175937,1180.19425083377,0.00103955956175937,140,0.145538338646311,0.082613597558364
2217,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res31",2,2,2,"fecundity(188g)",70,0.5,-15418.802853234,-0.0107995140485627,15418.802853234,0.0107995140485627,140,1.51193196679878,1.07931619972638
2218,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res32",2,2,2,"fecundity(188g)",70,0.5,6148.21485053479,0.00695860641424804,6148.21485053479,0.00695860641424804,140,0.974204897994725,0.430375039537435
2219,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res33",2,2,2,"fecundity(188g)",70,0.5,16487.6164918972,0.00932374347821887,16487.6164918972,0.00932374347821887,140,1.30532408695064,1.1541331544328
2220,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res35",2,2,2,"fecundity(188g)",70,0.5,-8896.22272589693,-0.0117756992128253,8896.22272589693,0.0117756992128253,140,1.64859788979555,0.622735590812785
2221,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res40",2,2,2,"fecundity(188g)",70,0.5,2252.92083779652,0.00208119365440416,2252.92083779652,0.00208119365440416,140,0.291367111616582,0.157704458645756
2222,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res41",2,2,2,"fecundity(188g)",70,0.5,7163.5407446159,0.00936027607917396,7163.5407446159,0.00936027607917396,140,1.31043865108435,0.501447852123113
2223,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res42",2,2,2,"fecundity(188g)",70,0.5,-3380.0035549184,-0.00429025408723245,3380.0035549184,0.00429025408723245,140,0.600635572212543,0.236600248844288
2224,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res50",2,2,2,"fecundity(188g)",70,0.5,2236.32562088396,0.00233400080483342,2236.32562088396,0.00233400080483342,140,0.326760112676679,0.156542793461878
2225,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res60",2,2,2,"fecundity(188g)",70,0.5,-4684.28730060656,-0.00465755811745083,4684.28730060656,0.00465755811745083,140,0.652058136443117,0.327900111042459
2226,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res61",2,2,2,"fecundity(188g)",70,0.5,-4729.28171350508,-0.00540807478386923,4729.28171350508,0.00540807478386923,140,0.757130469741692,0.331049719945355
2227,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res80",2,2,2,"fecundity(188g)",70,0.5,2618.6114290327,0.00228990668664342,2618.6114290327,0.00228990668664342,140,0.320586936130079,0.183302800032289
2228,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res81",2,2,2,"fecundity(188g)",70,0.5,16048.2127206717,0.0201640774325678,16048.2127206717,0.0201640774325678,140,2.82297084055949,1.12337489044702
2229,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res84",2,2,2,"fecundity(188g)",70,0.5,-20164.726372785,-0.0120424725524059,20164.726372785,0.0120424725524059,140,1.68594615733683,1.41153084609495
2230,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res90",2,2,2,"fecundity(188g)",70,0.5,-10025.6203324973,-0.00937592072789118,10025.6203324973,0.00937592072789118,140,1.31262890190477,0.70179342327481
2231,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res22","(Fluctuate)Res91",2,2,2,"fecundity(188g)",70,0.5,3032.87306359431,0.00306680404881241,3032.87306359431,0.00306680404881241,140,0.429352566833738,0.212301114451602
2232,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res31",2,2,2,"fecundity(188g)",70,0.5,-14238.6086024002,-0.00864390929193163,14238.6086024002,0.00864390929193163,140,1.21014730087043,0.996702602168016
2233,"Stearns 1983b","Evolution 37: 601-617","Gambusia affinis","Gambusia affinis on Hawaiian islands",2,1,1,"1","1","1","(Fluctuate)Res25","(Fluctuate)Res32",2,2,2,"fecundity(188g)",70,0.5,7328.40910136856,0.00806814832313911,7328.40910136856,0.00806814832313911,140,1.12954076523948,0.512988637095799
